,AMIE,Nombre_Institucion,Codigo_Provincia,Provincia,Codigo_Canton,Canton,Codigo_Parroquia,Parroquia,Zona_Administrativa,Denominacion_Distrito,Codigo_Distrito,Codigo_Circuito_Educativo,Unidad_Administrativa_Circuital,Casos_excepcionales,Sostenimiento,Regimen_Escolar,Jurisdiccion,Tipo_de_Educacion,Modalidad,Jornada,Nivel,Etnia,Nacionalidad,Pueblo,Georeferencia,Institucion_responsable,Tipo_Acceso,Numero_de_estudiantes,Numero_de_docentes,Estado
2317,11H01484,ZOILO RODRIGUEZ,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,41,8,Activa
2318,11H01485,ERNESTO PINTO CASTILLO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,22,4,Activa
2319,11H01486,SEBASTIAN VALDIVIEZO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,1,Activa
2320,11H01487,EGDA MARIA GUERRERO LEON,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,2,Activa
2321,11H01488,GONZALO PAZ,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
2322,11H01490,DOLORES CELI,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,63,10,Activa
2323,11H01491,LEOPOLDO SAMANIEGO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,15,2,Activa
2324,11H01492,ISAURO JARAMILLO MORA,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,18,1,Activa
2325,11H01493,AGUSTIN MOSQUERA CRESPO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,2,Activa
2326,11H01495,18 DE NOVIEMBRE,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_a,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina y Nocturna,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,212,24,Activa
2327,11H01808,HECTOR FAUSTINO JARAMILLO VALDIVIESO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,10,1,Activa
2328,11H01874,CENTRO OCUPACIONAL DE MANUALIDADES DIVINO NIÑO,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,1,Activa
2329,11H01501,HERMANO MIGUEL,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,27,3,Activa
2330,11H01505,JOSE MARIA RIOFRIO VALDIVIEZO,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,100,8,Activa
2331,11H01506,MANUEL SAMANIEGO PEÑA,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,2,Activa
2332,11H01507,CIUDAD DE BAÑOS,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,9,1,Activa
2333,11H01508,TRES DE MAYO,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
2334,11H01509,20 DE DICIEMBRE,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,15,3,Activa
2335,11H01510,BARTOLOME RUIZ,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,22,2,Activa
2336,11H01511,ALBERTO MENA HIDALGO,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,21,2,Activa
2337,11H01512,PADRE RICARDO FERNANDEZ GUAMAN,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
2338,11H01481,SEGUNDO CORONEL SOTO,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,1,Activa
2339,11H01503,ESMERALDAS,11,LOJA,1112,SOZORANGA,111251,NUEVA FATIMA,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C04_b,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,43,6,Activa
2340,11H01765,NUEVO PORVENIR,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,1,Activa
2341,11H01513,DR. OTTO AROSEMENA GOMEZ,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,20,4,Activa
2342,11H01514,ESCUELA BENIGNO MALO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,2,Activa
2343,11H01515,FLODUARDO LEON ALBAN,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,30,2,Activa
2344,11H01517,DR. ANTONIO TRUJILLO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,2,Activa
2345,11H01518,SALUSTINO MEDARDO VIÑAN,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
2346,11H01519,EMILIANO ORTEGA ESPINOZA,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,4,Activa
2347,11H01520,26 DE SEPTIEMBRE,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,9,2,Activa
2348,11H01521,LUIS FELIPE VILLAMIL,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,1,1,Activa
2349,11H01523,PERPETUO SOCORRO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,3,Activa
2350,11H01524,VIRGILIO ABARCA,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,62,9,Activa
2351,11H01525,ALTAR,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,2,Activa
2352,11H01526,3 DE OCTUBRE,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,1,Activa
2353,11H01527,LCDO AUGUSTO IZQUIERDO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,2,Activa
2354,11H01528,GEOFRE  ABDON  LUZURIAGA,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,32,5,Activa
2355,11H01529,MANUEL AGUSTIN AGUIRRE,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,77,11,Activa
2356,11H01530,DR. MIGUEL ANGEL AGUIRRE SANCHEZ,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,1,Activa
2357,11H01531,VICTOR MIGUEL VASQUEZ FLORES,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,1,Activa
2358,11H01532,MATIAS ESPINOSA AYALA,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,18,2,Activa
2359,11H01534,LUIS CARPIO MORA,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,2,Activa
2360,11H01535,VILLONACO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,3,1,Activa
2361,11H01536,ANTONIO JOSE DE SUCRE,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
2362,11H01537,JUAN FRANCISCO PINZON,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,33,3,Activa
2363,11H01538,LIC. NELSON GARCIA S,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,14,1,Activa
2364,11H01539,CAYO MELITÓN CASTILLO SOLANO,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,19,1,Activa
2365,11H01540,LIC GONZALO A VASQUEZ S,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,2,Activa
2366,11H01533,COLEGIO TECNICO FORESTAL DR ZOILO RODRIGUEZ,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,93,12,Activa
2367,11H01886,JESUS DEL  GRAN PODER,11,LOJA,1112,SOZORANGA,111252,TACAMOROS,Zona 7,MACARÁ – SOZORANGA,11D07,11D07C05,,,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Matutina,No escolarizado,Mestiza,No aplica,No Aplica,,,Terrestre,0,0,Activa
2368,11H01922,REINA DEL CISNE,11,LOJA,1112,SOZORANGA,111250,SOZORANGA,Zona 7,MACARÁ – SOZORANGA,11D07,,,,Fiscal,SIERRA,Hispana,Popular Permanente,Presencial,Matutina y Vespertina,Artesanal P.P,Mestiza,,,,,Terrestre,23,1,Activa
2369,11H01541,DAVID VICENTE NAULA,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,3,1,Activa
2370,11H01545,JOSE FELIX DE VALDIVIESO,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,31,3,Activa
2371,11H01546,ESCUELA FISCAL MIXTA GENERAL  MARIANO VALDIVIESO,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,24,3,Activa
2372,11H01547,ZOILA LUZ GONZALES,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
2373,11H01548,CENTRO DE FORMACION ARTESANAL JOSE ANTONIO CAMPOS,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Popular Permanente,Presencial,Vespertina y Nocturna,Educación Básica y Artesanal P.P,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,164,11,Activa
2374,11H01549,HECTOR MANUEL ROJAS,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,1,Activa
2375,11H01550,MACAS,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,1,Activa
2376,11H01551,JOSE ANTONIO CAMPOS,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,330,17,Activa
2377,11H01553,MAYAYCU,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
2378,11H01554,DARIO GUEVARA,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
2379,11H01555,REINA MATERNAL DE LA FRONTERA,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscomisional,SIERRA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,219,11,Activa
2380,11H01556,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT  PADRE FRANCO AGUIRRE,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscomisional,SIERRA,Hispana,Popular Permanente,A Distancia,Matutina,"Educación Básica, Bachillerato y Artesanal P.P.",Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,147,9,Activa
2381,11H01557,AMAZONAS,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,2,Activa
2382,11H01560,RED EDUCATIVA CEIBA CHICA,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,180,15,Activa
2383,11H01562,ESCUELA ESPARTA,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,1,Activa
2384,11H01566,CAPITAN PEDRO BOUGUER,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,18,1,Activa
2385,11H01542,COLEGIO NACIONAL ZAPOTILLO,11,LOJA,1113,ZAPOTILLO,111350,ZAPOTILLO,Zona 7,ZAPOTILLO,11D09,11D09C01,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,302,22,Activa
2386,11H01791,SARGENTO ALBERTO PERDOMO ,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
2387,11H01597,VIRGEN FRONTERIZA,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,18,2,Activa
2388,11H01603,PIO DE VALDIVIESO,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,14,1,Activa
2389,11H01604,ARTURO CORDOVA GRANDA,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,25,1,Activa
2390,11H01605,SGTO ANGEL DAVILA CHAMBA,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
2391,11H01606,ESCUELA CIUDAD DE CARIAMANGA,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,9,1,Activa
2392,11H01608,ESCUELA SOLDADO FRANCISCO A. CORONEL,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,93,6,Activa
2393,11H01609,CARACAS,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,21,2,Activa
2394,11H01610,ALBERT EINSTEIN,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,36,1,Activa
2395,11H01611,JOSE BALDOR,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,15,2,Activa
2396,11H01614,RIO GUAYLLABAMBA,11,LOJA,1113,ZAPOTILLO,111354,PALETILLAS,Zona 7,ZAPOTILLO,11D09,11D09C02,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
